text,label
"But wishes were vain; or, at best, could serve only to amuse her in the hurry and confusion of the following hour.",AUSTEN
"And who is there, whatever might be their former conduct, that she would believe capable of such an attempt, till it were proved against them?",AUSTEN
"Mary and Kitty, thank Heaven! are quite well.”",AUSTEN
“And was Denny convinced that Wickham would not marry?,AUSTEN
But to be guarded at such a time is very difficult.,AUSTEN
"She had never heard of his having had any relations, except a father and mother, both of whom had been dead many years.",AUSTEN
"It has been my own doing, and I ought to feel it.”",AUSTEN
"They are not married, nor can I find there was any intention of being so; but if you are willing to perform the engagements which I have ventured to make on your side, I hope it will not be long before they are.",AUSTEN
"“I comfort myself with thinking,” replied Jane, “that he certainly would not marry Lydia, if he had not a real regard for her.",AUSTEN
"“Well,” cried her mother, “it is all very right; who should do it but her own uncle?",AUSTEN
It was borne in the latter with decent philosophy.,AUSTEN
"But how little of permanent happiness could belong to a couple who were only brought together because their passions were stronger than their virtue, she could easily conjecture.",AUSTEN
"The bride and her mother could neither of them talk fast enough; and Wickham, who happened to sit near Elizabeth, began inquiring after his acquaintance in that neighbourhood, with a good-humoured ease, which she felt very unable to equal in her replies.",AUSTEN
My uncle and aunt and I were to go together; and the others were to meet us at the church.,AUSTEN
"But if you are really innocent and ignorant, I must be more explicit.",AUSTEN
"Your father was gone, your uncle at home, and, as I said before, they had a great deal of talk together.",AUSTEN
"It was painful, exceedingly painful, to know that they were under obligations to a person who could never receive a return.",AUSTEN
"The quiet, the retirement of such a life, would have answered all my ideas of happiness!",AUSTEN
"He comes down on Thursday, at the latest, very likely on Wednesday.",AUSTEN
"“Some acquaintance or other, my dear, I suppose; I am sure I do not know.”",AUSTEN
"It was my brother Gardiner’s drawing up, too, and I wonder how he came to make such an awkward business of it.",AUSTEN
"“Yes, very indifferent, indeed,” said Elizabeth, laughingly.",AUSTEN
"I think everything has passed off uncommonly well, I assure you.",AUSTEN
"Elizabeth would not observe her; and when at last Kitty did, she very innocently said, “What is the matter, mamma?",AUSTEN
"She will be down in a moment, I dare say.”",AUSTEN
“I am certainly the most fortunate creature that ever existed!” cried Jane.,AUSTEN
"Your own heart, your own conscience, must tell you why I come.”",AUSTEN
"If there is no other objection to my marrying your nephew, I shall certainly not be kept from it by knowing that his mother and aunt wished him to marry Miss de Bourgh.",AUSTEN
"You have widely mistaken my character, if you think I can be worked on by such persuasions as these.",AUSTEN
She had not herself forgotten to feel that the marriage of her sister must bring them more frequently together.,AUSTEN
Never had his wit been directed in a manner so little agreeable to her.,AUSTEN
"Much as I respect them, I believe I thought only of you.”",AUSTEN
"“The letter shall certainly be burnt, if you believe it essential to the preservation of my regard; but, though we have both reason to think my opinions not entirely unalterable, they are not, I hope, quite so easily changed as that implies.”",AUSTEN
"I told him, moreover, that I believed myself mistaken in supposing, as I had done, that your sister was indifferent to him; and as I could easily perceive that his attachment to her was unabated, I felt no doubt of their happiness together.”",AUSTEN
You will only think I feel more than I ought to do when I tell you all.”,AUSTEN
"“Have you any other objection,” said Elizabeth, “than your belief of my indifference?”",AUSTEN
And a special licence--you must and shall be married by a special licence.,AUSTEN
Was it merely to ride to Longbourn and be embarrassed? or had you intended any more serious consequences?”,AUSTEN
Happy for all her maternal feelings was the day on which Mrs. Bennet got rid of her two most deserving daughters.,AUSTEN
"Darcy, as well as Elizabeth, really loved them; and they were both ever sensible of the warmest gratitude towards the persons who, by bringing her into Derbyshire, had been the means of uniting them.",AUSTEN
"Emma Woodhouse, handsome, clever, and rich, with a comfortable home and happy disposition, seemed to unite some of the best blessings of existence; and had lived nearly twenty-one years in the world with very little to distress or vex her.",AUSTEN
"Whenever James goes over to see his daughter, you know, she will be hearing of us.",AUSTEN
"“I promise you to make none for myself, papa; but I must, indeed, for other people.",AUSTEN
"He quitted the militia and engaged in trade, having brothers already established in a good way in London, which afforded him a favourable opening.",AUSTEN
"She lived with her single daughter in a very small way, and was considered with all the regard and respect which a harmless old lady, under such untoward circumstances, can excite.",AUSTEN
"She had ventured once alone to Randalls, but it was not pleasant; and a Harriet Smith, therefore, one whom she could summon at any time to a walk, would be a valuable addition to her privileges.",AUSTEN
"But a farmer can need none of my help, and is, therefore, in one sense, as much above my notice as in every other he is below it.”",AUSTEN
"“To be sure,” said Harriet, in a mortified voice, “he is not so genteel as real gentlemen.”",AUSTEN
"Mr. Elton’s situation was most suitable, quite the gentleman himself, and without low connexions; at the same time, not of any family that could fairly object to the doubtful birth of Harriet.",AUSTEN
"No, Mr. Knightley, do not foretell vexation from that quarter.”",AUSTEN
"I should like to see Emma in love, and in some doubt of a return; it would do her good.",AUSTEN
But still I cannot imagine she would not be persuaded.”,AUSTEN
"Every body who saw it was pleased, but Mr. Elton was in continual raptures, and defended it through every criticism.",AUSTEN
"“Yes, indeed, a very good letter,” replied Emma rather slowly—“so good a letter, Harriet, that every thing considered, I think one of his sisters must have helped him.",AUSTEN
"I could not have visited Mrs. Robert Martin, of Abbey-Mill Farm.",AUSTEN
"It is his companion all this evening, his solace, his delight.",AUSTEN
"He came to the Abbey two evenings ago, on purpose to consult me about it.",AUSTEN
"I remember saying to myself, ‘Even Emma, with all her partiality for Harriet, will think this a good match.’”",AUSTEN
"But as to my letting her marry Robert Martin, it is impossible; she has refused him, and so decidedly, I think, as must prevent any second application.",AUSTEN
"Mr. Woodhouse was almost as much interested in the business as the girls, and tried very often to recollect something worth their putting in.",AUSTEN
Where would be the use of his bringing us a charade made by a friend upon a mermaid or a shark?,AUSTEN
"How little did I think!—The two Abbots and I ran into the front room and peeped through the blind when we heard he was going by, and Miss Nash came and scolded us away, and staid to look through herself; however, she called me back presently, and let me look too, which was very good-natured.",AUSTEN
"“Yes, papa; we have something to read you, something quite fresh.",AUSTEN
"John, the second, is named after his father.",AUSTEN
“Dear me!—it is so odd to hear a woman talk so!”— “I have none of the usual inducements of women to marry.,AUSTEN
I should not wonder if it were to bring on the declaration.,AUSTEN
Mr. Woodhouse’s peculiarities and fidgetiness were sometimes provoking him to a rational remonstrance or sharp retort equally ill-bestowed.,AUSTEN
“I have no doubt of his being a most amiable young man.,AUSTEN
I never had much opinion of the sea air.”,AUSTEN
"“What is the matter, sir?—Did you speak to me?” cried Mr. John Knightley, hearing his own name.",AUSTEN
"Emma called on her the next day, and found her doom already signed with regard to Randalls.",AUSTEN
"“Oh! no—I am grieved to find—I was on the point of telling you that when I called at Mrs. Goddard’s door, which I did the very last thing before I returned to dress, I was told that Miss Smith was not better, by no means better, rather worse.",AUSTEN
"I should like to see two more here,—your pretty little friend, Miss Smith, and my son—and then I should say we were quite complete.",AUSTEN
"Even if this family, the Braithwaites, are put off, I am still afraid that some excuse may be found for disappointing us.",AUSTEN
His eldest daughter’s alarm was equal to his own.,AUSTEN
"It would be impossible to say what Emma felt, on hearing this—which of all her unpleasant sensations was uppermost.",AUSTEN
The very want of such equality might prevent his perception of it; but he must know that in fortune and consequence she was greatly his superior.,AUSTEN
"Their being fixed, so absolutely fixed, in the same place, was bad for each, for all three.",AUSTEN
"I shall, therefore, set off to-morrow.’—If he would say so to her at once, in the tone of decision becoming a man, there would be no opposition made to his going.”",AUSTEN
"Cannot you imagine, Mr. Knightley, what a sensation his coming will produce?",AUSTEN
"We never were so long without seeing her before, and as I was telling Mrs. Cole, we shall hardly know how to make enough of her now.”",AUSTEN
"Well, now I have just given you a hint of what Jane writes about, we will turn to her letter, and I am sure she tells her own story a great deal better than I can tell it for her.”",AUSTEN
"Upon the whole, Emma left her with such softened, charitable feelings, as made her look around in walking home, and lament that Highbury afforded no young man worthy of giving her independence; nobody that she could wish to scheme about for her.",AUSTEN
"However, she is very agreeable, and Mrs. Bates too, in a different way.",AUSTEN
Jane’s curiosity did not appear of that absorbing nature as wholly to occupy her.,AUSTEN
It was now about the time that she was likely to call.,AUSTEN
"She brought no name, no blood, no alliance.",AUSTEN
It was a good scheme; but on driving to the door they heard that neither “master nor mistress was at home;” they had both been out some time; the man believed they were gone to Hartfield.,AUSTEN
Their subjects in general were such as belong to an opening acquaintance.,AUSTEN
"She was wanting to see him again, and especially to see him in company with Mrs. Weston, upon his behaviour to whom her opinion of him was to depend.",AUSTEN
I assure you the utmost stretch of public fame would not make me amends for the loss of any happiness in private life.”,AUSTEN
One cannot love a reserved person.”,AUSTEN
"She felt that she should like to have had the power of refusal; and afterwards, as the idea of the party to be assembled there, consisting precisely of those whose society was dearest to her, occurred again and again, she did not know that she might not have been tempted to accept.",AUSTEN
I should be extremely sorry to be giving them any pain.,AUSTEN
She knows their ways best; but I should not consider their silence as any reason for their not meaning to make the present.,AUSTEN
The conviction seemed real; he looked as if he felt it.,AUSTEN
"I could not bear the idea of it; so, as soon as Mr. Weston came into the room, and I could get at him, I spoke to him about the carriage.",AUSTEN
"And then fly off, through half a sentence, to her mother’s old petticoat.",AUSTEN
"“This present from the Campbells,” said she—“this pianoforte is very kindly given.”",AUSTEN
"The truth is, Harriet, that my playing is just good enough to be praised, but Jane Fairfax’s is much beyond it.”",AUSTEN
It will be felt so great an attention! and I always thought you meant it.”,AUSTEN
"I do congratulate you, Mrs. Weston, most warmly.",AUSTEN
"I dare say, Miss Fairfax, that he either gave his friend very minute directions, or wrote to Broadwood himself.",AUSTEN
The listeners were amused; and Mrs. Weston gave Emma a look of particular meaning.,AUSTEN
"Somebody said that Miss Gilbert was expected at her brother’s, and must be invited with the rest.",AUSTEN
"Papa, do you not think it an excellent improvement?”",AUSTEN
"“My dear, you are too particular,” said her husband.",AUSTEN
"One thing only was wanting to make the prospect of the ball completely satisfactory to Emma—its being fixed for a day within the granted term of Frank Churchill’s stay in Surry; for, in spite of Mr. Weston’s confidence, she could not think it so very impossible that the Churchills might not allow their nephew to remain a day beyond his fortnight.",AUSTEN
I am sure you did not much expect to like us.,AUSTEN
Her ideas only varied as to the how much.,AUSTEN
They are very important—and sorry I am that you cannot feel them sufficiently to act upon them.,AUSTEN
Harriet would have been a better match.,AUSTEN
Why does not he try Bath?—Indeed he should.,AUSTEN
Upon my word it is enough to put one in a fright.,AUSTEN
“Yes: but a young lady—a bride—I ought to have paid my respects to her if possible.,AUSTEN
"Let me not suppose that she dares go about, Emma Woodhouse-ing me!—But upon my honour, there seems no limits to the licentiousness of that woman’s tongue!”",AUSTEN
"He seemed hardly to hear her; he was thoughtful—and in a manner which shewed him not pleased, soon afterwards said, “So you have been settling that I should marry Jane Fairfax?”",AUSTEN
"She was not yet quite able to see him and his charming happy wife together, without feeling uncomfortable.",AUSTEN
They should take care of their health and their complexion.,AUSTEN
"The varieties of handwriting were farther talked of, and the usual observations made.",AUSTEN
"“Colonel and Mrs. Campbell are to be in town again by midsummer,” said Jane.",AUSTEN
"Put it up, put it up; we will have a good talk about it some other time, but it will not do now.",AUSTEN
"“Mrs. Churchill is not much in my good graces, as you may suspect—but this is quite between ourselves.",AUSTEN
"“Only think! well, that must be infinitely provoking!",AUSTEN
"It was not very long, though rather longer than Mr. Weston had foreseen, before she had the power of forming some opinion of Frank Churchill’s feelings.",AUSTEN
"Mrs. Bates was engaged to spend the evening at Hartfield, James had due notice, and he sanguinely hoped that neither dear little Henry nor dear little John would have any thing the matter with them, while dear Emma were gone.",AUSTEN
"This is brilliant indeed!—This is admirable!—Excellently contrived, upon my word.",AUSTEN
It had just occurred to Mrs. Weston that Mrs. Elton must be asked to begin the ball; that she would expect it; which interfered with all their wishes of giving Emma that distinction.—Emma heard the sad truth with fortitude.,AUSTEN
"Two steps, Jane, take care of the two steps.",AUSTEN
A few minutes made Emma acquainted with the whole.,AUSTEN
Emma was quite eager to see this superior treasure.,AUSTEN
Emma was very decided in thinking such an attachment no bad thing for her friend.,AUSTEN
I will answer for it she never betrayed the least thing in the world.,AUSTEN
"He could not see her in a situation of such danger, without trying to preserve her.",AUSTEN
"It might be weeks, it might be only a few days, before the horse were useable; but no preparations could be ventured on, and it was all melancholy stagnation.",AUSTEN
"Come on a donkey, however, if you prefer it.",AUSTEN
"“Certainly, if you wish it;—but you are not going to walk to Highbury alone?”",AUSTEN
I have more than half an expectation of our all going abroad.,AUSTEN
Not that Emma was gay and thoughtless from any real felicity; it was rather because she felt less happy than she had expected.,AUSTEN
"I must make myself very disagreeable, or she would not have said such a thing to an old friend.”",AUSTEN
"“Now, ma’am,” said Jane to her aunt, “shall we join Mrs. Elton?”",AUSTEN
"She hoped no one could have said to her, “How could you be so unfeeling to your father?—I must, I will tell you truths while I can.”",AUSTEN
"Impossible that any situation could be more replete with comfort; if we except, perhaps, Mrs. Suckling’s own family, and Mrs. Bragge’s; but Mrs. Smallridge is intimate with both, and in the very same neighbourhood:—lives only four miles from Maple Grove.",AUSTEN
Emma was sure he had not forgiven her; he looked unlike himself.,AUSTEN
"Short letters from Frank were received at Randalls, communicating all that was immediately important of their state and plans.",AUSTEN
"In fact, it does not concern you—it concerns only myself,—that is, we hope.—Humph!—In short, my dear Emma, there is no occasion to be so uneasy about it.",AUSTEN
It was our darling wish that you might be attached to each other—and we were persuaded that it was so.— Imagine what we have been feeling on your account.”,AUSTEN
"His wife gave him a look which invited him in; and, while he was coming round, added, “Now, dearest Emma, let me intreat you to say and look every thing that may set his heart at ease, and incline him to be satisfied with the match.",AUSTEN
"Emma looked at her, quite unable to speak.",AUSTEN
"Her own conduct, as well as her own heart, was before her in the same few minutes.",AUSTEN
She could not flatter herself with any idea of blindness in his attachment to her.,AUSTEN
Such a conclusion could not pass unanswered by Mrs. Weston.,AUSTEN
"I cannot let you continue in your error; and yet, perhaps, since my manners gave such an impression, I have as much reason to be ashamed of confessing that I never have been at all attached to the person we are speaking of, as it might be natural for a woman to feel in confessing exactly the reverse.—But I never have.”",AUSTEN
"He had, in fact, been wholly unsuspicious of his own influence.",AUSTEN
"She disapproved them, which ought to have been enough.—My plea of concealing the truth she did not think sufficient.—She was displeased; I thought unreasonably so: I thought her, on a thousand occasions, unnecessarily scrupulous and cautious: I thought her even cold.",AUSTEN
"He did so, but very soon stopt again to say, “the pianoforte!",AUSTEN
"This proposal of his, this plan of marrying and continuing at Hartfield—the more she contemplated it, the more pleasing it became.",AUSTEN
"“What! are we to have the pleasure of a call from Mr. Elton?—That will be a favour indeed! for I know gentlemen do not like morning visits, and Mr. Elton’s time is so engaged.”",AUSTEN
"Had you not been surrounded by other friends, I might have been tempted to introduce a subject, to ask questions, to speak more openly than might have been strictly correct.—I feel that I should certainly have been impertinent.”",AUSTEN
"“I remember once calling you ‘George,’ in one of my amiable fits, about ten years ago.",AUSTEN
"It was a union of the highest promise of felicity in itself, and without one real, rational difficulty to oppose or delay it.",AUSTEN
"How, where, when?—Let me know it all.",AUSTEN
"Nothing, but that the lessons of her past folly might teach her humility and circumspection in future.",AUSTEN
I think there is a little likeness between us.”,AUSTEN
"The result of this distress was, that, with a much more voluntary, cheerful consent than his daughter had ever presumed to hope for at the moment, she was able to fix her wedding-day—and Mr. Elton was called on, within a month from the marriage of Mr. and Mrs. Robert Martin, to join the hands of Mr. Knightley and Miss Woodhouse.",AUSTEN
The family of Dashwood had long been settled in Sussex.,AUSTEN
"No sooner was his father’s funeral over, than Mrs. John Dashwood, without sending any notice of her intention to her mother-in-law, arrived with her child and their attendants.",AUSTEN
"The promise, therefore, was given, and must be performed.",AUSTEN
"Her income was not her own, she said, with such perpetual claims on it; and it was the more unkind in my father, because, otherwise, the money would have been entirely at my mother’s disposal, without any restriction whatever.",AUSTEN
And yet some of the plate would have been a very pleasant addition to our own stock here.”,AUSTEN
"“I think you will like him,” said Elinor, “when you know more of him.”",AUSTEN
I thought so at the time; but you would give him Cowper.”,AUSTEN
"I have seen a great deal of him, have studied his sentiments and heard his opinion on subjects of literature and taste; and, upon the whole, I venture to pronounce that his mind is well-informed, enjoyment of books exceedingly great, his imagination lively, his observation just and correct, and his taste delicate and pure.",AUSTEN
It would not be likely to produce that dejection of mind which frequently attended him.,AUSTEN
He really felt conscientiously vexed on the occasion; for the very exertion to which he had limited the performance of his promise to his father was by this arrangement rendered impracticable.—The furniture was all sent around by water.,AUSTEN
"“As for the house itself, to be sure,” said she, “it is too small for our family, but we will make ourselves tolerably comfortable for the present, as it is too late in the year for improvements.",AUSTEN
"Lady Middleton piqued herself upon the elegance of her table, and of all her domestic arrangements; and from this kind of vanity was her greatest enjoyment in any of their parties.",AUSTEN
"The immediate advantage to herself was by no means inconsiderable, for it supplied her with endless jokes against them both.",AUSTEN
"On the contrary, if I have felt any anxiety at all on the subject, it has been in recollecting that he sometimes showed a want of pleasure and readiness in accepting my invitation, when I talked of his coming to Barton.",AUSTEN
"She thanked him again and again; and, with a sweetness of address which always attended her, invited him to be seated.",AUSTEN
"“He is as good a sort of fellow, I believe, as ever lived,” repeated Sir John.",AUSTEN
"“Elinor,” cried Marianne, “is this fair? is this just? are my ideas so scanty?",AUSTEN
“In defence of your protégé you can even be saucy.”,AUSTEN
To her it was but the natural consequence of a strong affection in a young and ardent mind.,AUSTEN
"“This,” said he, “cannot hold; but a change, a total change of sentiments—No, no, do not desire it; for when the romantic refinements of a young mind are obliged to give way, how frequently are they succeeded by such opinions as are but too common, and too dangerous!",AUSTEN
I am sure she will be married to Mr. Willoughby very soon.”,AUSTEN
While they were at breakfast the letters were brought in.,AUSTEN
"But, however, I hope you will think better of it.",AUSTEN
I dare say the Colonel will leave her all his fortune.”,AUSTEN
"It is a corner room, and has windows on two sides.",AUSTEN
"“I am heartily glad of it,” he cried.",AUSTEN
"“Yes, for I am unable to keep my engagement with you.",AUSTEN
"“It was not inclination that he wanted, Elinor; I could plainly see that.",AUSTEN
"“I want no proof of their affection,” said Elinor; “but of their engagement I do.”",AUSTEN
"Though we have not known him long, he is no stranger in this part of the world; and who has ever spoken to his disadvantage?",AUSTEN
It would be the natural result of your affection for her.,AUSTEN
"She began almost to feel a dislike of Edward; and it ended, as every feeling must end with her, by carrying back her thoughts to Willoughby, whose manners formed a contrast sufficiently striking to those of his brother elect.",AUSTEN
"His coldness and reserve mortified her severely; she was vexed and half angry; but resolving to regulate her behaviour to him by the past rather than the present, she avoided every appearance of resentment or displeasure, and treated him as she thought he ought to be treated from the family connection.",AUSTEN
"Elinor smiled again, to hear her sister describing so accurately their future expenses at Combe Magna.",AUSTEN
"Sometimes one is guided by what they say of themselves, and very frequently by what other people say of them, without giving oneself time to deliberate and judge.”",AUSTEN
"“I suspect,” said Elinor, “that to avoid one kind of affectation, Edward here falls into another.",AUSTEN
"But, as it was, she only learned, from some very significant looks, how far their penetration, founded on Margaret’s instructions, extended.",AUSTEN
But (with a smile) you would be materially benefited in one particular at least—you would know where to go when you left them.”,AUSTEN
You may see her if you look this way.”,AUSTEN
"“Here comes Marianne,” cried Sir John.",AUSTEN
They were obliged to put an end to such an expectation.,AUSTEN
“I did not know I contradicted any body in calling your mother ill-bred.”,AUSTEN
Don’t palm all your abuses of language upon me.”,AUSTEN
“Is Mr. Willoughby much known in your part of Somersetshire?” said Elinor.,AUSTEN
"From such commendation as this, however, there was not much to be learned; Elinor well knew that the sweetest girls in the world were to be met with in every part of England, under every possible variation of form, face, temper and understanding.",AUSTEN
"She did her best when thus called on, by speaking of Lady Middleton with more warmth than she felt, though with far less than Miss Lucy.",AUSTEN
"And to be better acquainted therefore, Elinor soon found was their inevitable lot, for as Sir John was entirely on the side of the Miss Steeles, their party would be too strong for opposition, and that kind of intimacy must be submitted to, which consists of sitting an hour or two together in the same room almost every day.",AUSTEN
Are you acquainted with Mr. Robert Ferrars?,AUSTEN
"Then taking a small miniature from her pocket, she added, “To prevent the possibility of mistake, be so good as to look at this face.",AUSTEN
Your own judgment must direct you.”,AUSTEN
What a softener of the heart was this persuasion!,AUSTEN
"I would not disappoint the little angel for all the world: and if you want me at the card-table now, I am resolved to finish the basket after supper.”",AUSTEN
"Your case is a very unfortunate one; you seem to me to be surrounded with difficulties, and you will have need of all your mutual affection to support you under them.",AUSTEN
They were again silent for many minutes.,AUSTEN
"We three shall be able to go very well in my chaise; and when we are in town, if you do not like to go wherever I do, well and good, you may always go with one of my daughters.",AUSTEN
"“I will have you both go,” said Mrs. Dashwood; “these objections are nonsensical.",AUSTEN
"It was a great satisfaction to Elinor that Mrs. Jennings, by being much engaged in her own room, could see little of what was passing.",AUSTEN
Marianne rose the next morning with recovered spirits and happy looks.,AUSTEN
"In another day or two perhaps; this extreme mildness can hardly last longer—nay, perhaps it may freeze tonight!”",AUSTEN
"“You are expecting a letter, then?” said Elinor, unable to be longer silent.",AUSTEN
"Elinor was not prepared for such a question, and having no answer ready, was obliged to adopt the simple and common expedient, of asking what he meant?",AUSTEN
"At last he turned round again, and regarded them both; she started up, and pronouncing his name in a tone of affection, held out her hand to him.",AUSTEN
But every circumstance that could embitter such an evil seemed uniting to heighten the misery of Marianne in a final separation from Willoughby—in an immediate and irreconcilable rupture with him.,AUSTEN
"That I should ever have meant more you will allow to be impossible, when you understand that my affections have been long engaged elsewhere, and it will not be many weeks, I believe, before this engagement is fulfilled.",AUSTEN
"The first, which was what her sister had sent him on their arrival in town, was to this effect.",AUSTEN
"For a moment or two she could say no more; but when this emotion had passed away, she added, in a firmer tone, “Elinor, I have been cruelly used; but not by Willoughby.”",AUSTEN
"“How do you do my dear?”—said she in a voice of great compassion to Marianne, who turned away her face without attempting to answer.",AUSTEN
But the family are all rich together.,AUSTEN
And what good does talking ever do you know?”,AUSTEN
"Colonel Brandon came in while the party were at tea, and by his manner of looking round the room for Marianne, Elinor immediately fancied that he neither expected nor wished to see her there, and, in short, that he was already aware of what occasioned her absence.",AUSTEN
"In one thing, however, she was uniform, when it came to the point, in avoiding, where it was possible, the presence of Mrs. Jennings, and in a determined silence when obliged to endure it.",AUSTEN
"He stopt a moment for recollection, and then, with another sigh, went on.",AUSTEN
"I could not trace her beyond her first seducer, and there was every reason to fear that she had removed from him only to sink deeper in a life of sin.",AUSTEN
"No, he had already done that, which no man who can feel for another would do.",AUSTEN
"Not that Marianne appeared to distrust the truth of any part of it, for she listened to it all with the most steady and submissive attention, made neither objection nor remark, attempted no vindication of Willoughby, and seemed to show by her tears that she felt it to be impossible.",AUSTEN
"She had taken care to have the intelligence conveyed to herself, as soon as it was known that the ceremony was over, as she was desirous that Marianne should not receive the first notice of it from the public papers, which she saw her eagerly examining every morning.",AUSTEN
"“Oh, dear, that is a great pity! but such old friends as Lucy and me!—I think she might see us; and I am sure we would not speak a word.”",AUSTEN
"Mr. Dashwood attended them down stairs, was introduced to Mrs. Jennings at the door of her carriage, and repeating his hope of being able to call on them the next day, took leave.",AUSTEN
"A thousand a-year is a great deal for a mother to give away, to make over for ever; but Mrs. Ferrars has a noble spirit.",AUSTEN
"Few people of common prudence will do that and whatever she saves, she will be able to dispose of.”",AUSTEN
"Edward assured them himself of his being in town, within a very short time, by twice calling in Berkeley Street.",AUSTEN
"Mrs. Ferrars, not aware of their being Elinor’s work, particularly requested to look at them; and after they had received gratifying testimony of Lady Middletons’s approbation, Fanny presented them to her mother, considerately informing her, at the same time, that they were done by Miss Dashwood.",AUSTEN
"To this Elinor had no answer to make, and did not attempt any.",AUSTEN
"The sight of you, Edward, is the only comfort it has afforded; and thank Heaven! you are what you always were!”",AUSTEN
"They had too much sense to be desirable companions to the former; and by the latter they were considered with a jealous eye, as intruding on their ground, and sharing the kindness which they wanted to monopolize.",AUSTEN
"The evil is now irremediable, and it has been entirely your own doing.",AUSTEN
But they are Lady Middleton’s visitors.,AUSTEN
So you may think what a blow it was to all her vanity and pride.,AUSTEN
"The first question on her side, which led to farther particulars, was,— “How long has this been known to you, Elinor? has he written to you?”",AUSTEN
"The composure of mind with which I have brought myself at present to consider the matter, the consolation that I have been willing to admit, have been the effect of constant and painful exertion; they did not spring up of themselves; they did not occur to relieve my spirits at first.",AUSTEN
"He would stand to it, cost him what it might.”",AUSTEN
"Mrs. Jennings was very warm in her praise of Edward’s conduct, but only Elinor and Marianne understood its true merit.",AUSTEN
"Once Lucy thought to write to him, but then her spirits rose against that.",AUSTEN
I suppose Lady Middleton won’t ask us any more this bout.,AUSTEN
"From Cleveland, which was within a few miles of Bristol, the distance to Barton was not beyond one day, though a long day’s journey; and their mother’s servant might easily come there to attend them down; and as there could be no occasion of their staying above a week at Cleveland, they might now be at home in little more than three weeks’ time.",AUSTEN
"Edward, she believed, was still in town, and fortunately she had heard his address from Miss Steele.",AUSTEN
"“No, ma’am, not even Lucy if you please.",AUSTEN
"Colonel Brandon, who was here only ten minutes ago, has desired me to say, that understanding you mean to take orders, he has great pleasure in offering you the living of Delaford now just vacant, and only wishes it were more valuable.",AUSTEN
"“My dear ma’am,” said Elinor, “what can you be thinking of?",AUSTEN
"“It is truly astonishing!”—he cried, after hearing what she said—“what could be the Colonel’s motive?”",AUSTEN
"Elinor repeated the particulars of it, as she had given them to John; and their effect on Robert, though very different, was not less striking than it had been on him.",AUSTEN
"For the convenience of Charlotte and her child, they were to be more than two days on their journey, and Mr. Palmer, travelling more expeditiously with Colonel Brandon, was to join them at Cleveland soon after their arrival.",AUSTEN
"He tried to reason himself out of fears, which the different judgment of the apothecary seemed to render absurd; but the many hours of each day in which he was left entirely alone, were but too favourable for the admission of every melancholy idea, and he could not expel from his mind the persuasion that he should see Marianne no more.",AUSTEN
"With strong concern, and with many reproaches for not being called to their aid, did Mrs. Jennings hear in the morning of what had passed.",AUSTEN
"Marianne slept through every blast; and the travellers—they had a rich reward in store, for every present inconvenience.",AUSTEN
I am not at leisure to remain with you longer.,AUSTEN
Is there a man on earth who could have done it?,AUSTEN
The night following this affair—I was to go the next morning—was spent by me in deliberating on what my future conduct should be.,AUSTEN
But this note made me know myself better.,AUSTEN
"It happened to catch Sophia’s eye before it caught mine—and its size, the elegance of the paper, the hand-writing altogether, immediately gave her a suspicion.",AUSTEN
"You have proved your heart less wicked, much less wicked.",AUSTEN
"“Well,”—he replied—“once more good bye.",AUSTEN
“He opened his whole heart to me yesterday as we travelled.,AUSTEN
"Marianne’s illness, though weakening in its kind, had not been long enough to make her recovery slow; and with youth, natural strength, and her mother’s presence in aid, it proceeded so smoothly as to enable her to remove, within four days after the arrival of the latter, into Mrs. Palmer’s dressing-room.",AUSTEN
"At present, if I could be satisfied on one point, if I could be allowed to think that he was not always acting a part, not always deceiving me; but above all, if I could be assured that he never was so very wicked as my fears have sometimes fancied him, since the story of that unfortunate girl—” She stopt.",AUSTEN
"No; not less when I knew you to be unhappy, than when I had believed you at ease, did I turn away from every exertion of duty or friendship; scarcely allowing sorrow to exist but with me, regretting only that heart which had deserted and wronged me, and leaving you, for whom I professed an unbounded affection, to be miserable for my sake.”",AUSTEN
"I never could have been happy with him, after knowing, as sooner or later I must have known, all this.—I should have had no confidence, no esteem.",AUSTEN
"Mrs. Dashwood, whose eyes, as she answered the servant’s inquiry, had intuitively taken the same direction, was shocked to perceive by Elinor’s countenance how much she really suffered, and a moment afterwards, alike distressed by Marianne’s situation, knew not on which child to bestow her principal attention.",AUSTEN
"She found that she had been misled by the careful, the considerate attention of her daughter, to think the attachment, which once she had so well understood, much slighter in reality, than she had been wont to believe, or than it was now proved to be.",AUSTEN
"His complexion was white with agitation, and he looked as if fearful of his reception, and conscious that he merited no kind one.",AUSTEN
"Mrs. Dashwood, too happy to be comfortable, knew not how to love Edward, nor praise Elinor enough, how to be enough thankful for his release without wounding his delicacy, nor how at once to give them leisure for unrestrained conversation together, and yet enjoy, as she wished, the sight and society of both.",AUSTEN
"Nothing but such a persuasion could have prevented his putting an end to an engagement, which, long before the discovery of it laid him open to his mother’s anger, had been a continual source of disquiet and regret to him.",AUSTEN
And I must say that Lucy’s crossness not to take them along with them in the chaise is worse than all.,AUSTEN
"And his woods,—I have not seen such timber any where in Dorsetshire, as there is now standing in Delaford Hanger!",AUSTEN
